ROW,FIELD,id,acylcarnitine_15_3,BMP_37_7_15_1_22_6,CerNS_38_3_d18_2_20_1,CSH_posESI_004,CSH_posESI_022,CSH_posESI_027,CSH_posESI_041,CSH_posESI_288,CSH_posESI_296,DG_34_3_16_0_18_3,DG_34_4_16_1_18_3,DG_36_4,DG_36_4_18_2_18_2,DG_36_5_18_2_18_3,DG_36_6_18_3_18_3,DGDG_32_0_16_0_16_0,DGDG_32_1_16_0_16_1,DGDG_33_3_15_0_18_3,DGDG_34_1_16_0_18_1,DGDG_34_2_16_0_18_2,DGDG_34_4_16_1_18_3,DGDG_34_4_16_1_18_3,DGDG_34_5_16_2_18_3,DGDG_35_3_17_0_18_3,DGDG_35_5_17_2_18_3,DGDG_35_6_17_2_18_4,DGDG_36_2_18_0_18_2,DGDG_36_4_18_1_18_3,DGDG_38_5_20_1_18_4,DGDG_38_6_18_3_20_3,GlcCerNS_34_3_d18_2_16_1,GlcCerNS_36_3_d18_2_18_1,GlcCerNS_38_3_d18_2_20_1,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3 ,lysoPE_18_2,lysoPE_18_3,MGDG_34_1_16_0_18_1,MGDG_34_2_16_0_18_2,MGDG_34_3_16_0_18_3,MGDG_34_4_16_1_18_3,MGDG_34_6_16_3_18_3,MGDG_35_3_17_0_18_3,MGDG_36_3_18_0_18_3,MGDG_36_3_18_1_18_2,MGDG_36_6_18_2_18_4,MGDG_36_6_18_3_18_3,MGDG_36_7_18_3_18_4,MGDG_38_5_20_2_18_3,MGDG_38_6_18_3_20_3,PC_16_0_9_0_CHO ,PC_32_1,PC_32_2,PC_33_2,PC_34_0 ,PC_34_1,PC_34_3,PC_34_4,PC_35_1,PC_35_2,PC_36_1,PC_36_2 ,PC_36_3_A ,PC_36_3_B ,PC_36_4_A,PC_36_4_B ,PC_36_5_A ,PC_36_6_18_2_18_4,PC_36_6_18_3_18_3,PC_38_2,PC_38_3 ,PC_38_4_18_2_20_2,PC_38_5_A ,PE_32_0_16_0_16_0,PE_34_2,PE_36_3_18_0_18_3,PE_36_5_18_2_18_3,PE_36_6_18_3_18_3,PG_32_0_16_0_16_0,PG_32_1_16_0_16_1,PG_34_2_16_0_18_2,PG_34_4_16_0_18_4,PG_34_5_16_1_18_4,PG_36_7_18_3_18_4,plasmenylPC_35_2_P14_0_21_2,plasmenylPC_36_2_P14_0_22_2,SM_39_10_d17_3_22_7,SM_39_9_d16_3_23_6,SM_40_4_d16_2_24_2,SM_40_5_d16_1_24_4,SQDG_34_2_16_0_18_3,SQDG_34_3_16_1_18_3,SQDG_36_2_18_0_18_3,SQDG_36_4_18_2_18_3,SQDG_38_5_18_3_20_3,SQDG_42_1_16_0_16_0,SQDG_45_1_18_2_18_2,TG_49_2 ,TG_50_2,TG_50_3,TG_50_4 ,TG_50_5,TG_52_3 ,TG_52_4,TG_52_5 ,TG_52_6,TG_53_4 ,TG_53_5 ,TG_54_1 ,TG_54_2,TG_54_4 ,TG_54_4 ,TG_54_5,TG_54_8,TG_56_2 ,TG_58_14_19_5_19_5_20_4
3066,low,LANMLR17B098,338785,16949,35128,10508,35438,329935,86572,25049,31646,136996,17020,16496,120190,319873,168579,267293,7921,10916,81455,632666,41221,48894,10721,122583,11185,31471,105668,237022,17853,144218,71698,180870,311652,108373,18036,174703,2971476,1128638,114490,36693,14493,200272,1357496,64192,42420,57434,130443,33682,82023,319299,49963,35878,96826,17278,26999,35541,53412,7535,555153,3004487,54621,9877,97284,26691,599671,444589,567188,2721109,12225,1986395,37777,917563,23994,31801,74597,20245,62644,767371,33495,156706,24698,189839,219593,347179,1374189,14632,16287,21871,748965,32864,22403,15297,20394,1295556,13018,169381,774911,16546,1235472,96901,8332,254944,105032,15563,28234,8166,736269,1194716,27427,8500,11865,14652,1905,101734,11072,145364,1479932,6100,16009
3067,low,LANMLR17B019,274378,18005,34738,20504,32378,212222,37552,6692,26824,119544,15996,14681,162107,250245,197976,207928,5312,11745,80689,541498,24612,31082,12016,67608,10216,26295,107152,197687,15261,100381,76319,135766,276127,129621,23242,130559,2516454,1509206,81872,19332,26093,203699,2025018,50467,29585,33137,134161,38835,44242,392920,34557,23802,60350,12845,19452,20943,89456,3358,287341,2780248,32482,8605,70173,31117,595494,253806,368927,2545822,25456,3287891,30644,1027730,27492,20846,45815,14681,60957,374156,14920,74394,10845,136220,152223,317327,1023798,15515,11951,16497,656409,39437,18443,11857,33802,2339428,8777,138009,634346,10939,955647,92927,10841,209554,84018,13578,24103,7837,885701,1060780,16470,10915,12664,12652,1716,135938,15922,365587,1569196,5902,19129
3073,low,LANMLR17B080,279684,12943,33371,16065,34654,222282,28656,18007,20113,96669,13946,13772,146020,222281,168765,201245,5304,7613,76941,479243,23543,29952,12455,67711,8606,26000,89628,167656,13894,87967,66177,153161,259032,115784,21298,176673,3737559,1346142,102272,21023,28139,158963,1941102,54040,30070,35075,118296,33335,48723,373548,31880,24632,66610,6676,18012,25727,53890,1890,321042,2596809,33161,9223,66573,32952,494831,314272,306000,2595751,17202,3101466,30464,929835,24994,26216,49463,14525,35619,501157,13480,95874,13734,113007,129346,325361,1110714,6670,10494,15482,613967,29489,17066,10223,28516,2395061,13349,135855,754984,11421,919580,107945,8567,194646,73007,13008,23296,8255,844682,992780,15223,8469,9587,12726,1628,120968,12597,370328,1338374,8603,18961
3074,low,LANMLR17B149,309750,21459,33869,407,36590,236545,42505,17159,17444,86343,15725,14799,142745,210877,169241,125410,1745,4806,67193,402304,15092,12846,10287,34797,5126,18439,75443,139482,11818,67564,68289,146993,231497,113519,13017,295143,4271411,1346209,53528,12887,11328,87495,1678690,43690,15696,23025,62860,38620,22506,422859,26105,17212,35348,23584,24591,31590,59721,2303,534220,2941818,26554,10363,93858,39233,398150,681076,218820,3827141,20297,3638421,44694,1100484,19682,34909,49249,7586,42489,181650,6625,26643,3974,128368,119853,410858,792197,29713,10381,17504,557860,43287,17015,7945,33961,2182054,3034,105664,576437,7901,727692,131935,11507,221496,68351,9099,18967,6270,508886,558063,7285,5484,6119,11276,3742,77610,8433,371264,692885,7425,19095
3075,low,LANMLR17B052,342922,17656,36496,6182,47946,385706,42992,21685,26238,113188,18444,15311,124680,262898,148772,342022,7240,11624,112340,648133,36520,40913,10378,112656,10154,33718,108548,247169,20129,138291,76026,169938,357151,136611,15667,187605,2715388,908684,47134,11106,17121,236539,1217659,56284,36682,59850,142967,45683,82925,229698,50372,34233,108882,20695,27692,34946,80312,11270,671247,2375538,53380,12331,118339,35044,652448,519974,352542,2568953,12237,2365317,32992,850703,19660,40770,91422,25068,62841,398829,11671,83682,12443,134297,276511,261656,1500585,23080,21976,21217,854984,36119,20402,12179,14579,2486420,14085,187395,756826,16411,1238385,140577,8151,241450,113569,19010,25876,41003,871506,943673,21287,10375,11306,25325,8253,361769,22330,298166,1488147,12847,19234
3077,low,LANMLR17B100,199339,31335,32628,10386,34072,267697,40038,22664,13880,127356,13500,20368,126007,247786,175045,275075,7901,10928,115264,712511,49316,45556,12747,110218,12896,37433,122232,273345,20642,136203,63703,128511,307230,196477,12103,114576,1148506,592731,20978,3385,30625,437950,1165933,70932,48234,62537,141014,65875,88948,343024,49731,42048,104671,21747,35943,49114,86607,12868,1151159,2402035,82524,13308,140277,50748,925131,988448,578324,2484659,35495,1809666,40913,824630,22757,67902,117441,28421,62752,700343,19386,173673,22582,213247,252872,497365,1473620,20976,14208,18248,722489,50591,19373,12529,14190,2209393,11556,135529,704323,12450,1129765,140700,4761,233056,125681,17437,23867,47529,938417,1014027,21477,8327,9443,50737,21849,655195,28387,448060,1311849,19914,7644
3078,low,LANMLR17B024,237237,12820,33844,8598,46314,361248,46545,23317,27856,144295,22500,23720,156750,303030,189126,270866,6533,8977,111094,648749,50132,51582,12318,140261,12367,40486,110896,275243,22134,144812,66999,157188,323264,76432,9443,142921,2368378,812486,64838,14587,16588,262690,1197950,81295,57948,73680,183155,58860,54409,231721,65687,42969,128960,17267,27439,48825,65414,6486,742545,2468693,73483,11128,110196,35032,692477,627419,459391,2534949,15138,3312544,37605,853046,19102,45437,93214,35384,62780,749514,17979,158959,19170,161626,321994,372174,1620604,12751,28781,18976,763416,28897,19427,10944,13985,1772278,16206,205448,1047985,16301,1146345,132133,5719,223531,86778,14778,26673,6797,553384,784061,18490,7070,7854,9628,139,68466,9930,154586,1371730,5464,28163
3079,low,LANMLR17B058,312979,15518,35550,11420,43005,371946,42426,21831,22421,117109,19885,23670,141016,289098,183828,273600,5134,11050,111845,690169,32358,38562,9805,71909,11819,32012,99195,245316,19191,126232,74268,188253,326886,79843,9451,212389,2893330,912342,53467,10829,17508,196549,1278640,61616,37104,51436,104506,42036,88693,261085,41655,33884,104403,19711,24611,41863,80815,6997,633337,2534752,55259,10793,80703,24804,452278,639810,241970,2735985,22298,3471571,35136,873768,16658,43433,83240,21122,56348,408328,13131,90143,13480,140463,191996,362933,1419188,15226,17170,19395,788952,25944,21435,13158,14453,2557832,12598,150760,930034,16038,1199555,154632,5195,238249,88669,15323,23932,6813,573117,738525,13023,6733,7478,10393,44,67799,9566,164589,1133350,5423,20773
3080,low,LANMLR17B110,370150,13708,34576,5847,24475,197162,60676,6738,17087,98533,13660,10125,82736,216599,197052,148431,2995,6989,84256,491451,23758,34834,5837,47789,10198,27281,92412,177103,12844,108120,57353,132551,240714,61793,9584,183150,2758828,934919,44876,4806,14473,121811,1645212,49879,28090,39046,62787,25296,80094,466228,45560,21657,77515,17952,20275,26988,46782,7872,517370,3580135,38439,9130,66900,20085,348483,375227,180591,3397314,32530,4121287,70909,1086311,11832,28169,54997,13613,80450,398764,7118,104656,17212,104378,120115,225550,1013899,9759,16541,16813,525536,20507,24322,12911,16956,2524144,10972,106293,441416,14185,1015094,99575,7307,304453,107606,16073,28656,6848,458950,719565,13911,5887,7735,11644,218,51571,10172,113871,1128810,6516,7263
3081,low,LANMLR17B043,360727,17101,35534,7309,28494,416667,70323,27685,20183,180788,22846,18013,130306,395119,326004,201939,5764,11444,80671,698107,26663,40063,9501,61368,11224,30441,107638,209900,21809,126887,61841,182619,328571,102170,15323,182040,2894124,1038492,66261,23469,11957,218814,1253141,50261,33506,46419,98681,17083,51174,214528,42807,34203,86151,17179,21774,28695,88505,6705,532722,2751027,54424,9703,92246,21539,452181,413333,431649,2399353,22357,3298577,45317,844791,17229,28831,59705,19851,55827,382244,14716,97066,17236,132171,181163,372910,1161425,18689,14765,21730,710179,26951,19787,14687,15861,2382648,12614,167618,881180,15493,1057406,125851,14557,238203,125046,16786,28488,9957,765768,1326711,32369,10344,14649,12686,1033,113062,10426,137934,1375761,7050,23177
3082,low,LANMLR17B091,292506,13890,31745,8113,20689,443864,55985,28282,15867,201675,15976,15539,117577,339298,211523,195583,4698,8162,83229,721164,26292,33655,9558,80571,10490,29298,96686,199221,19214,110792,66562,151886,281810,128360,15716,142416,1814005,791656,33228,9778,16276,236892,1281035,34786,26033,42514,70230,28560,63499,404539,35124,24156,65082,21251,25684,32813,52511,14941,773355,3029662,54337,12046,117209,27952,544390,620997,716102,2543640,20086,3550427,58722,895310,23258,26012,54940,14834,61420,468778,21002,118493,23677,115121,138177,292680,835857,17337,12908,23775,682172,23323,19208,10684,17457,2294281,8423,121108,590687,12917,891611,98858,5512,245318,140358,20028,33481,8199,975232,1731511,50946,13191,21536,12436,1333,120964,8366,200803,1094042,6424,15783
3083,low,LANMLR17B120,254162,15064,33103,7990,26184,302208,47557,14455,15737,148022,21776,23716,146528,260629,176395,288852,6178,9967,98365,595579,31388,36599,9449,86902,11585,29493,102853,201191,16812,110229,59562,160003,308579,112320,6038,151945,2148469,737849,37463,5058,16813,216555,1266561,56299,42290,51415,118771,35558,49113,434528,40136,30646,94950,23479,31043,47231,95932,7794,768534,3037871,55999,10592,113267,31520,707654,617625,443142,2755379,18317,3492007,40965,862978,22363,47175,101696,18813,70303,506613,15500,107583,13978,163082,229833,321732,1346417,24904,14075,19033,756720,36926,16572,12106,16908,2448243,8607,148073,670086,13553,1014196,89952,4924,237761,91327,15264,25836,6259,709188,898736,17582,7962,8541,11578,1,84251,8116,113101,925107,6052,13477
3084,low,LANMLR17B116,263958,19489,29935,5522,27642,364001,35707,28036,18305,104723,20194,23158,120678,223868,167817,348606,8051,10665,108458,612646,53060,47638,12974,123983,11866,38196,99435,264700,22013,159273,66295,137768,284045,66474,6413,129422,1967496,687586,42220,7908,31089,296697,1166386,66830,77800,74616,135604,56251,101935,345923,67487,52808,157774,16528,29822,49869,84363,7986,808823,2810279,82648,11790,124403,35653,727942,870069,450260,2556183,20562,2818187,36127,839206,20588,72316,153678,34756,50422,860084,17129,172184,18172,120172,321668,345458,1692055,12605,28967,16618,616992,29188,18252,11557,12767,2274413,15110,164156,801476,17092,1183672,92122,6264,229242,79355,12764,21338,11690,570387,600399,9386,5880,6493,16080,6233,234765,9561,312145,1020517,7237,29997
3085,low,LANMLR17B123,393637,13339,32124,5203,41938,397850,36131,24976,21605,126436,18445,27011,172884,252978,153298,260342,6859,9403,107463,566148,45599,46411,11122,97418,12021,34367,114873,227527,19554,134397,60191,130528,199535,109953,10972,131247,1920607,601449,33219,6459,21093,262942,1174082,53460,55250,68270,184607,64071,97354,416334,66329,42200,133227,22407,35408,65643,96017,7296,1014478,2781085,78124,12719,139764,53983,1099365,956531,574738,2501494,21373,2699981,41569,823455,25074,84483,161509,29096,59997,661515,16934,137898,15639,111093,310881,282139,1613145,21223,27542,17233,747094,40830,18919,7482,12598,2056484,13893,199591,808043,15328,944817,106383,6589,218754,83686,14261,23969,8093,560429,696267,16949,6320,7215,9861,111,83611,10652,200024,1160451,5442,26216
3087,low,LANMLR17B108,384505,27148,32326,9372,21547,300049,53847,14424,16926,122827,19245,18484,122446,258109,180254,272582,5976,12654,102812,637115,33199,37700,10657,77609,11735,30796,103564,228196,16242,111047,60953,150206,307515,140229,12265,152878,1937520,721263,34474,5007,17629,247045,1293485,50757,34202,49412,113346,42849,50112,456056,37367,28760,80917,28331,30693,48529,101074,8182,796627,3097669,56657,8120,95342,36375,695145,690543,466317,2802274,9881,3133712,41083,870381,21758,43086,79171,18304,58645,406524,11996,87784,11819,210218,245497,400449,1301294,33932,14135,16724,741989,41974,19834,13913,18077,2395534,9267,145379,699515,13507,979524,114090,4953,242146,93875,15724,27323,6606,725318,925280,17005,8450,9138,11887,0,98683,8172,269609,931806,6121,6498
3088,low,LANMLR17B118,217176,9052,28831,6608,24889,359020,46876,27978,29019,113300,15261,17218,111767,216876,165255,235199,5625,14366,93706,615019,36882,44830,11084,101091,12324,33047,119645,226411,19582,139201,55322,125149,257947,83015,14147,145915,2325676,804431,47515,11196,20920,266398,1173264,45250,44553,44348,145320,55189,80536,253414,49638,30951,92678,22915,26834,51610,139412,10233,971509,2851988,58921,12792,117673,71288,1043035,957299,794201,2539880,14048,2635526,40649,811219,32561,44289,83678,21947,59685,636591,23441,138046,18910,122395,223382,312956,1477806,12091,15072,17944,625602,22259,18284,14753,14107,2306337,12869,186660,562993,16244,1067593,116013,5188,220016,89195,14996,25031,8093,831553,1100197,19820,9304,10468,10034,666,130342,8652,251615,1053722,5443,27326
3089,low,LANMLR17B119,363927,13093,33479,7110,41034,329720,65483,24754,21441,112120,17751,16607,109171,226934,194115,237450,6393,11251,107180,688684,32516,41490,5627,81946,12409,29556,101435,252748,17332,129742,60918,165013,269098,66337,5658,153203,1565310,769848,27703,4528,24078,201271,1496338,57941,38921,53856,107306,46951,60524,637982,50883,31082,94208,16666,28323,28307,46843,7017,658698,2959801,40462,9593,47441,28153,364097,504204,214689,2738064,13507,3373725,31284,1004606,16004,31105,48600,19336,73804,406997,6648,98067,15915,94869,186204,249733,1422236,16213,14047,16212,617425,40467,24918,11694,17001,2617555,10601,131370,558770,13625,1254790,106102,7925,278701,103990,15560,28141,11293,608996,843818,17245,7628,8576,12390,113,79902,13223,157612,1526404,6451,13006
3090,low,LANMLR17B072,311339,27634,36061,6471,42794,269197,41661,8253,24841,115720,17371,18744,133389,222188,167071,343335,7598,14473,110991,656408,30457,38327,8875,120135,12606,29603,132683,209975,17177,122289,65492,176629,338256,98176,10082,152253,1633030,684905,22575,3860,23660,257777,1298379,47837,34170,63969,129099,48558,50171,372038,43497,28262,87633,9165,30231,40120,142386,7883,981447,2582737,50446,15217,138991,62904,1032946,860406,464691,2774022,23910,2698253,41377,876863,26196,62179,98612,22546,56083,296025,8519,72924,11880,133199,260003,331626,1459867,48054,14293,22355,795352,76391,20687,11910,14968,2400310,9848,173434,566794,12901,1248171,114566,5410,251528,115157,16248,24900,34689,724145,826709,20739,8690,9740,23051,7824,307820,20528,253026,1249012,11473,14675
3091,low,LANMLR17B146,249701,12732,34946,8965,26330,316473,51183,20100,18677,115682,13473,25017,129337,271268,172749,243568,5855,15492,115705,690047,37324,35381,9426,109874,14855,33930,113018,244789,18395,133591,67335,137893,283366,69978,6150,131224,1388911,702570,32685,5566,17754,252843,1385823,68666,44895,66120,127124,48681,58486,371886,54018,35059,114104,19083,38196,68277,355383,12150,1048518,2599948,73995,15760,241666,52289,1007428,1110114,665112,2965662,44871,2153736,69941,994294,25603,69761,154427,28717,73516,1331861,34443,303694,34196,147226,210319,338036,1741056,10231,17715,20235,657437,26636,23502,11046,15277,1999754,9428,133882,134672,14563,996820,101619,7703,258736,100348,14735,26754,6643,557731,816309,15522,8325,9099,10534,381,68582,8375,152283,999694,5803,16255
3092,low,LANMLR17B109,365270,40188,35641,5881,23046,224379,31231,35508,18542,123373,20263,16706,151131,188241,142326,331712,11056,10781,129944,637799,44729,40473,12592,97256,11760,32600,149800,213318,16912,99969,79696,146492,388041,147807,12011,178703,1744660,656795,12946,23,26056,383013,1159334,61486,36687,47922,138249,75447,62355,454936,43554,32621,75680,47766,37331,44211,80236,12148,1196703,2592416,58186,15312,132696,68475,1097505,887954,443971,2569789,19469,3198528,36164,781988,28096,82675,125141,21216,48005,260377,8208,52027,7263,152929,379303,390129,1368761,81267,14959,21234,975822,70350,17220,9051,12457,2003191,12243,171737,821765,13256,989588,164191,4745,221516,96681,14329,21942,8048,648098,702255,11982,7186,8477,12335,1769,135033,7620,286017,815349,7350,13658
3093,low,LANMLR17B067,220010,18149,32323,6234,17492,298339,41088,22911,24728,141825,21599,25354,184394,270827,151426,265711,7067,10554,106070,553022,44862,46526,11473,140752,12607,36229,110790,249549,20777,137365,68600,92470,318979,108587,11071,145287,2207771,715768,37339,7612,17519,243509,1177287,65499,48988,53774,152312,55017,45691,435304,50558,35003,104377,20309,32212,57820,89187,11316,1003927,2489806,73561,13395,151479,53592,1064905,910179,585952,2534328,23766,2954460,27060,819199,27454,67180,108647,26366,52554,525896,14586,110543,14697,149394,299977,423672,1521086,19262,15888,17841,697865,40290,17924,11866,14285,2287052,12791,168184,896459,14492,858231,132354,7212,220790,87109,14367,23957,5980,596145,797256,17429,7976,8450,9604,466,84889,7463,227015,868195,5340,22180
3094,low,LANMLR17B122,190995,27119,29761,6480,21374,315640,31939,13368,15579,127383,11701,25264,165941,217164,161394,404637,10079,12058,114043,630072,53353,36859,13830,168987,10264,37610,134479,227612,17932,129023,59995,118496,302089,119134,8829,116308,1224274,599394,19354,2007,31055,461299,1117628,48438,63367,78836,213087,72333,45845,244855,55608,42426,132387,19914,36978,62558,114028,11188,1052211,2700497,74055,14607,178594,56615,1250325,930690,680434,2485469,25631,3077364,29896,807187,26995,83625,152479,32899,54828,771134,19136,170172,17056,213515,317310,410323,1588731,23564,20849,19000,659027,63899,17347,9015,11527,2217283,9883,182212,699526,13608,1600652,109442,6208,209234,78262,12477,20713,7217,524345,621881,13076,6061,6606,9089,882,97426,7697,230557,947459,5108,13486
3095,low,LANMLR17B135,591395,22136,33643,9350,25770,331975,39418,8468,23003,102757,19128,17843,113945,207662,211745,298333,5608,7496,102495,572463,26225,26310,5189,54260,12885,28288,98850,186203,14045,110425,62271,134749,259608,100167,8521,179155,2107886,863185,25742,543,16245,159775,1518550,49491,30629,48622,90273,28441,81130,367088,42023,33031,100696,21464,22656,40460,55678,8561,620950,3199028,46822,10599,101727,31324,579399,527289,310268,3306580,26877,3824681,54819,1017024,20970,45506,90181,19409,69313,284457,10395,70747,10655,119631,160325,274202,1302958,18365,13953,17009,582890,32583,22218,9556,14036,2616029,8669,124973,373596,14158,1349686,94336,6531,289105,93840,14128,25209,13894,438020,454158,8522,4632,5073,22887,8362,161065,11057,183238,1163141,8715,12268
3097,low,LANMLR17B112,217228,9914,29212,8482,18655,394514,40767,17659,30390,113326,11785,18457,115832,252933,167858,227906,4939,10252,76686,483739,31565,36547,10057,130267,11870,32624,95472,220309,18424,148820,50711,158720,252522,87256,19082,145828,2684599,1003593,84292,22402,14152,157941,1205656,54612,46098,47805,136833,38705,54247,498150,45546,29416,104702,13366,24461,33951,96973,7331,550772,2524928,46325,10312,111866,40722,793058,599949,549459,2613042,9006,3347371,33012,847046,23111,39886,77906,26333,51902,908938,31970,210292,27991,172509,241979,379211,1434951,7448,18938,19249,538750,16566,20388,10539,16525,2163540,9395,186732,746916,16790,1246529,95373,4504,225213,84579,13000,23500,5597,550287,767938,17777,7816,9123,11143,788,78681,7758,106349,861894,5566,28435
3098,low,LANMLR17B056,350019,27985,33544,2892,33206,284412,39822,31227,24644,129612,19939,20874,135765,233037,211017,328962,6259,8561,117280,640088,31565,40536,8596,69007,11798,27243,110057,216993,17254,109557,59043,165241,313587,160065,13277,167357,1710451,729514,29569,3328,21423,244230,1351772,59900,31049,45206,102932,51882,51118,377985,44614,29356,87027,35508,31143,44906,66633,8814,961636,2928563,56543,12219,101499,45619,698367,749051,380083,2891083,16412,3596795,48275,897103,20500,50692,77920,14834,71394,325473,11572,79759,12112,146277,300955,298872,1305679,38054,14314,20210,751342,47510,21074,10848,15160,2356964,10535,128965,565298,12365,1044433,101954,6040,253661,101224,16433,25964,8525,689096,839443,20177,7785,8765,10905,796,106808,9465,232788,1137023,6682,14304
3099,low,LANMLR17B023,339295,22012,33885,9337,40339,313590,52120,19062,23599,90772,17386,19788,115433,265131,175721,256193,6711,9826,106590,645392,35944,35759,10790,113943,13259,32794,112415,266231,15925,118864,65717,163380,300661,118715,14400,153029,1832423,681070,33430,6163,19531,250905,1310140,49512,37678,66283,144489,61459,90489,370230,45034,28067,91667,25804,31888,49620,80127,11209,870603,2563663,57689,12537,130674,47283,729307,894891,401590,2806564,27582,3595826,43612,909438,19637,45126,84170,25662,60344,493784,12872,108062,14195,179803,200108,327545,1541690,15933,18249,19309,715834,35534,21538,12313,14559,2488921,10034,177197,669996,13490,1248081,132887,5277,243626,89176,13935,22492,8156,480199,633973,11324,6182,7161,10706,57,65381,10322,125117,1072987,6062,19345
