"id","CE_20_3_high","CE_20_3_low","DG_34_2_high","DG_34_2_low","DG_36_2_high","DG_36_2_low","DG_36_3_high","DG_36_3_low","DG_36_4_high","DG_36_4_low","DGs_high","DGs_low","DTA_high","DTA_low","DTS_high","DTS_low","LPC_16_0_high","LPC_16_0_low","LPC_18_0_high","LPC_18_0_low","LPC_18_1_high","LPC_18_1_low","LPC_18_2_high","LPC_18_2_low","LPC_18_3_high","LPC_18_3_low","LPC_PC_309_high","LPC_PC_309_low","LPC_PC_387_high","LPC_PC_387_low","LPC_PC_high","LPC_PC_low","LPCs_high","LPCs_low","PC_16_0_9_0_CHO_high","PC_16_0_9_0_CHO_low","PC_32_0_high","PC_32_0_low","PC_32_1_high","PC_32_1_low","PC_32_2_high","PC_32_2_low","PC_33_2_high","PC_33_2_low","PC_34_1_high","PC_34_1_low","PC_34_2_high","PC_34_2_low","PC_34_3_high","PC_34_3_low","PC_34_4_high","PC_34_4_low","PC_35_1_high","PC_35_1_low","PC_35_2_high","PC_35_2_low","PC_35_3_high","PC_35_3_low","PC_36_2_high","PC_36_2_low","PC_36_3_A_high","PC_36_3_A_low","PC_36_3_B_high","PC_36_3_B_low","PC_36_4_A_high","PC_36_4_A_low","PC_36_4_C_high","PC_36_4_C_low","PC_36_5_A_high","PC_36_5_A_low","PC_36_5_B_high","PC_36_5_B_low","PC_37_3_high","PC_37_3_low","PC_38_2_high","PC_38_2_low","PC_38_3_K_high","PC_38_3_K_low","PC_38_5_A_high","PC_38_5_A_low","PC_p_34_2_PC_o_34_3_high","PC_p_34_2_PC_o_34_3_low","PC_p_36_3_PC_o_36_4_high","PC_p_36_3_PC_o_36_4_low","PC_p_36_4_PC_o_36_5_high","PC_p_36_4_PC_o_36_5_low","PC_TG_1670_high","PC_TG_1670_low","PC_TG_1671_high","PC_TG_1671_low","PC_TG_1680_high","PC_TG_1680_low","PC_TG_878_high","PC_TG_878_low","PC36_1_high","PC36_1_low","PCs_high","PCs_low","PE_34_2_high","PE_34_2_low","SM_d32_1_high","SM_d32_1_low","SM_d36_1_high","SM_d36_1_low","SMs_high","SMs_low","TG_46_0_high","TG_46_0_low","TG_46_3_high","TG_46_3_low","TG_48_0_high","TG_48_0_low","TG_48_1_high","TG_48_1_low","TG_48_2_high","TG_48_2_low","TG_48_3_high","TG_48_3_low","TG_50_0_high","TG_50_0_low","TG_50_1_high","TG_50_1_low","TG_50_2_high","TG_50_2_low","TG_50_3_high","TG_50_3_low","TG_50_4_high","TG_50_4_low","TG_50_5_high","TG_50_5_low","TG_52_0_high","TG_52_0_low","TG_52_1_high","TG_52_1_low","TG_52_2_high","TG_52_2_low","TG_52_3_high","TG_52_3_low","TG_52_4_high","TG_52_4_low","TG_52_5_high","TG_52_5_low","TG_52_6_high","TG_52_6_low","TG_54_1_high","TG_54_1_low","TG_54_2_high","TG_54_2_low","TG_54_3_high","TG_54_3_low","TG_54_4_high","TG_54_4_low","TG_54_5_high","TG_54_5_low","TG_54_6_high","TG_54_6_low","TG_54_8_high","TG_54_8_low","TG_56_4_high","TG_56_4_low","TGs_high","TGs_low"
"LANMLR17B024",NA,14404,NA,154843.666666667,NA,NA,NA,6559.66666666667,NA,101786,0,263189.333333333,NA,50.3333333333333,132.5,51.6666666666667,86785.5,44577.6666666667,NA,6960.66666666667,139120,40603,4168982.5,1155018.33333333,1087553.5,665658,3.99230580234662,1.60362578901712,0.710737881413325,-1.46971557739605,-1.14297011744476,-2.41655417623905,5482441.5,1912817.66666667,NA,12642,28601,47354,17811,9175.33333333333,23967.5,21272.3333333333,51910,45702,226426,270110.333333333,4049086,1684454,2017079.5,1636642.66666667,26537,32495.3333333333,NA,NA,59313.5,71685.6666666667,45607.5,41624.3333333333,356877,373870,268341.5,310857.666666667,249465,356424,1803772,1362987.66666667,NA,18101,2391507.5,2992129.66666667,10806,NA,33033.5,NA,15853,12014,7618,16050,11317,18489,NA,NA,17795,NA,NA,NA,8.00517259684047,2.94168414249771,6.98798420082337,2.90008711363102,6.83447457076582,2.6205264138163,9.38617997837182,4.27237902949356,14832.5,22300.3333333333,11712724.5,9322013.66666667,330631.5,317971.666666667,2183,8685,5447.5,NA,6539,8685,NA,11397.3333333333,NA,NA,6154,130980,7658.5,NA,4420.5,NA,NA,NA,7702,NA,135927.5,17714.6666666667,114523.5,37667.6666666667,47538.5,NA,NA,NA,18271,NA,5143.5,NA,38267.5,NA,48413,34144.6666666667,26144,38521,NA,296849.333333333,NA,454103.333333333,15752.5,236185.666666667,NA,NA,10772,9748.33333333333,46997,19425,96722.5,99474,92936,129234.666666667,NA,629835,NA,1366128.33333333,NA,NA,676875.5,3511409
"LANMLR17B027",NA,33201.5,28875.5,97679.6666666667,NA,NA,NA,7863.66666666667,19920,84276.3333333333,48795.5,189819.666666667,135.5,51,137.5,53,111374,65593.6666666667,18809.5,8689.66666666667,92210,30589,3182990.5,1414201.66666667,510227.5,702184,5.38597788325628,1.76450598548447,1.06761980615349,-1.45818673745012,-0.945610779263932,-2.30464401065415,3915611.5,2221258,4632.5,6659.66666666667,22819,77057.6666666667,2831,4848.66666666667,5839.5,17827.3333333333,69814.5,68592,52188,212722.666666667,2319836.5,1686722,1217334,1952726.33333333,21723.5,36660,NA,NA,37546,71221.6666666667,75010.5,42354.3333333333,67693,312472.666666667,128882.5,314715,76249,379427,1591608.5,1540078,NA,12796,1441159.5,3523877.66666667,NA,NA,NA,NA,5777,11782.6666666667,NA,14048,18184.5,18009.3333333333,NA,NA,33418.5,NA,NA,NA,3.17694777443046,2.77135035836113,2.24222940539562,Inf,2.64226662378594,Inf,6.93458673160434,3.89206690937758,3111,18689.3333333333,7192547.5,9733827.33333333,85074.5,354406.666666667,17405.5,8997,NA,NA,17405.5,8997,NA,18851,6872.5,NA,18710.5,133779.5,NA,NA,NA,NA,6830,NA,NA,NA,21279,9903.5,57424.5,24992,35561,NA,9231,NA,22011,NA,NA,NA,NA,NA,29747,15615.5,37491,26118,286323.5,335619,466624,518212.5,251619,196195.333333333,NA,NA,NA,3667,20131.5,9054,35215.5,42769,74754.5,69393,NA,585976,NA,1422779.33333333,3037,NA,1382862.5,2860659.33333333
"LANMLR17B028",6275,10818,29323,156830,NA,NA,2279,4953.5,26793,101995,29197.5,263778.5,142.5,53,138.5,55.5,145836.5,78768,18395,10141,110675,59244,1977831,1829993.5,948830.5,337248.5,2.12013375379249,2.08063252290329,-0.627234428473312,-1.33716251812581,-1.96973033903406,-2.47744772493752,3192370.5,2315395,4188,17306.5,25165.5,57745.5,16446,10948,15889.5,16709.5,35885,68771,236186.5,365135.5,3310566.5,1861559,2485653.5,2131096.5,53353.5,38512,NA,NA,80936,88969.5,72592,42786.5,348946,387312,325553,457324,462979,330613.5,1909421.5,1689893,NA,23067,3055057,3525062,31835,NA,35641,NA,18881,14053,13575.5,24914,23112.5,16234,NA,NA,41624,NA,NA,NA,6.09446211917941,4.59605254048646,5.78489736984096,4.02985426591968,5.44181089448687,3.7037879399869,7.40428687874038,4.20466991078984,20469.5,30900,12546843.5,10225699,132768,132213,7318,10062.5,14109,NA,14372.5,10062.5,19897,6304.5,NA,NA,33115,51636.5,5652,NA,6502,NA,NA,NA,20828,NA,49365.5,10927,52720.5,23668.5,24150,NA,NA,NA,21552,NA,9650,NA,44840,NA,45585,12712,23844.5,21458,78717,196020,141578,279180.5,75850,146777,NA,NA,17539,5140.5,32944,9047.5,64308.5,53340.5,44043,98955,80653,480126,237278,935655,NA,NA,762942,2330948.5
"LANMLR17B029",NA,NA,30952.5,NA,NA,NA,NA,NA,18305.5,NA,49258,NA,133.5,NA,129.5,NA,120210,NA,15136.5,NA,63004,NA,3601240,NA,885500.5,NA,5.23821439052858,NA,1.18961370617278,NA,-0.523720204234243,NA,4685091,NA,6594,NA,8902.5,NA,2449.5,NA,7576,NA,47533,NA,49300.5,NA,2066442.5,NA,1095210.5,NA,20548.5,NA,NA,NA,33937,NA,45537,NA,70747,NA,134091,NA,96869,NA,1360522,NA,NA,NA,1542989.5,NA,NA,NA,NA,NA,2595.5,NA,NA,NA,14209.5,NA,NA,NA,22794.5,NA,NA,NA,3.06737185462174,NA,2.18777588593741,NA,2.50568903243144,NA,9.27346540475978,NA,2747.5,NA,6628849,NA,129617.5,NA,10324,NA,NA,NA,10324,NA,NA,NA,2998,NA,4163,NA,NA,NA,NA,NA,2313,NA,NA,NA,5311.5,NA,25303,NA,14408.5,NA,8114,NA,19480.5,NA,NA,NA,NA,NA,13033.5,NA,21974.5,NA,282421,NA,461586.5,NA,245151.5,NA,NA,NA,NA,NA,6745.5,NA,29646,NA,94675,NA,NA,NA,NA,NA,1667.5,NA,1238992.5,NA
"LANMLR17B032",NA,22378,NA,79250.3333333333,NA,NA,NA,4244.33333333333,NA,48009,0,131503.666666667,132.666666666667,47.3333333333333,131.666666666667,50.6666666666667,94047.6666666667,46818,NA,9096.66666666667,97042.3333333333,67738,3129598.66666667,1622224.33333333,881983,1141996.33333333,3.18053800442621,2.65887785495473,0.20405479207739,-0.732716276679115,-1.69769916607923,-1.58098815813611,4202671.66666667,2887873.33333333,NA,5891.33333333333,41718.6666666667,38046.6666666667,14560.6666666667,2584.33333333333,15847.3333333333,10361.6666666667,103556,51870,216052.666666667,147846.666666667,4234462.66666667,1811016.33333333,2667814.66666667,1633910.66666667,29933.3333333333,27063,NA,NA,67447,49998.3333333333,66861.6666666667,35171,360345.333333333,192133.333333333,324297.333333333,222162,340469.666666667,275451.666666667,1978141.33333333,1255614.66666667,NA,10670,2678199,2729163.33333333,15057.5,NA,66033,NA,18053.3333333333,11540,11803.3333333333,5184.33333333333,15811,13169,NA,NA,38724,NA,NA,NA,9.47531246366535,2.46016303293152,8.81959725998094,2.30945224788805,8.38012656265122,1.90021428418629,9.19467122461149,4.56963952059064,22043.3333333333,15338.3333333333,13300170.3333333,8521735,307976.666666667,225901.333333333,5484,14529.3333333333,8166.66666666667,NA,9994.66666666667,14529.3333333333,NA,8706,NA,NA,7334.66666666667,96506,4068,NA,2110.66666666667,NA,NA,NA,5177,NA,23192.3333333333,11337.6666666667,29211.3333333333,40796,22928,NA,NA,NA,7834.66666666667,NA,8255,NA,15121.6666666667,NA,29163.6666666667,17706.6666666667,26003.3333333333,29421,NA,357675.666666667,NA,569264.666666667,8517.66666666667,333039,NA,NA,13216.3333333333,4861,20701.3333333333,9153,38878.6666666667,95408,69241.5,126369,NA,522413.333333333,NA,1321133,NA,NA,307875.333333333,3543790
"LANMLR17B035",NA,3864,24052.5,71417,NA,NA,NA,6984,16570,41039.5,40622.5,77299,137,56,136.5,55.3333333333333,80703.5,85260.6666666667,15919,11217.5,81249,144852.666666667,3080350,3151896.66666667,727351,1377000.66666667,4.44563786329812,3.30244538810983,1.0689651528807,0.725006349967889,-0.760215152307611,-1.10099247688437,3985572.5,4766489,2811.5,7864,17032,48808.3333333333,5512,2180,9665,15131.6666666667,18477,44227.3333333333,71416,273556.333333333,2134606,2510307.33333333,1267498,1341094.33333333,16651.5,20067,NA,NA,37232.5,53978,36692,34131.3333333333,93521,314666,163658,325493,143615.5,296990,1242208,1241691.33333333,NA,NA,1469188.5,1643128,NA,18166,NA,12770,5178,10866,NA,6744,9439,11580,NA,NA,20496.5,7930.5,NA,NA,2.47072029465943,5.25563064121734,1.72946340188133,4.37959508668884,1.70251588776231,4.27060674816383,8.97813873593158,8.12924552137789,5743.5,26224,6764898,8213233.66666667,142737,291012.333333333,9931.5,6545.66666666667,NA,5443,9931.5,8360,NA,11646,9742,2669,4321,12419,NA,4874,NA,4029,8820,964,NA,14088,8460.5,32085,55388,31569.3333333333,41738,14887.5,11479.5,7122,26987.5,7525.5,NA,6720,NA,32843,22262,42698,31965.5,47784,342534.5,400799.5,653439.5,484781,414037,132986,NA,NA,NA,11567,9538,58076.6666666667,43908,172617.333333333,113146.5,225388.5,NA,724592,NA,1601983,5617.5,5663,1803385,2083337.66666667
"LANMLR17B036",NA,20203,NA,118834,NA,NA,NA,5104,NA,95470.6666666667,0,219408.666666667,125.5,47,127.5,53,115545,73999.3333333333,NA,13736.6666666667,142678.5,63458,4287899,1564535.66666667,1393045,1251236.33333333,4.53894504501942,2.1273990192417,0.969246470448135,-0.769622525772885,-0.787488139799315,-1.6048716707712,5939167.5,2966966,NA,6185.33333333333,48654,100302.333333333,18084,8686,19787,19294.3333333333,74885,39326.3333333333,217977.5,289506,3256720,1583761,1548578,1506109.66666667,27005,34096.3333333333,NA,NA,78665.5,74762.6666666667,64151.5,46333,250136,361110.333333333,307944.5,366101.666666667,181046,361646,1680311.5,1332098.66666667,NA,16145,2130685,2661781.33333333,18229.5,NA,66425.5,NA,10748,11361.3333333333,7417,17064,15864.5,13209,NA,NA,28621,NA,NA,NA,8.20108252757197,2.80427460826303,7.12834898043252,2.73728773438968,7.23644478387633,2.56036019172609,8.61699674707506,4.76806906448095,15284,24466.6666666667,10051936,8838117,444162.5,264960.333333333,NA,8480,9426.5,NA,9426.5,8480,NA,9745.66666666667,NA,NA,8353.5,63066.6666666667,10061,NA,8080.5,NA,NA,NA,9265,NA,131711,21560,115635.5,40640.3333333333,38864,NA,NA,NA,15827.5,NA,7192,NA,47664,NA,291173,32584.6666666667,270041,33216.3333333333,NA,292716,NA,432309.333333333,12851,231111.666666667,NA,NA,51566,7884,212178,14763,297506,86687,371186,126190.666666667,NA,529473.333333333,NA,1120867,NA,NA,1713562,3042815.66666667
"LANMLR17B037",NA,11115.3333333333,26560,171028.333333333,NA,NA,NA,5110,17246,78176,21903,254314.333333333,138,NA,140.5,55,231198,43378.3333333333,38177,9184.66666666667,92935,54865.6666666667,1652344.5,1694829,209246,914412.333333333,2.9955484271327,2.79204608072095,-0.0689303986646187,-0.564363081771556,-2.31728050610861,-1.564078763184,2204812,2716670,5732,7159,36558,46768.6666666667,10255.5,4839.33333333333,15465,14434,96348.5,39665.6666666667,128763.5,135420,4140660.5,1762681,1989826.5,1412646,23586.5,20946.6666666667,NA,NA,84710,45884.6666666667,86167.5,20898.6666666667,253556,243603.666666667,231287.5,212929.333333333,213283.5,249106,2155829,1264221.66666667,NA,9851,1817372,2513724.66666667,21818,NA,39547,NA,15519.5,13100,12542,6808,13193.5,12609.3333333333,NA,NA,67514.5,NA,NA,NA,5.17108462879802,2.73294557968825,4.11514558254337,2.41070223857708,4.24088012004828,2.23353825421978,7.5131498740178,5.25871692645036,12398.5,16026.6666666667,11419716.5,8030730,213054.5,217104.666666667,18945,11381,23681,NA,21313,11381,NA,5905.66666666667,29974,NA,21591,67043.6666666667,13205,NA,12519,NA,22814,NA,6355,NA,21202.5,7801.66666666667,61648.5,35701.6666666667,46503,NA,20024,NA,49834,NA,21091,NA,34694,NA,46009.5,13352.6666666667,43124,26874.6666666667,427475,440320,584182,624411.333333333,187783,278415.666666667,NA,NA,36265,2602.66666666667,39904.5,9183,74392,110240.666666667,149538.5,153085.333333333,NA,822886.333333333,NA,1490601,8228,NA,1349943.5,4088426
"LANMLR17B039",23981,23881.3333333333,58126.5,96823.3333333333,NA,NA,3564,4758.33333333333,46715.5,80587,106624,182168.666666667,129,50.3333333333333,130.5,56,93867.5,59177.3333333333,12656,7825.66666666667,121996,141292.333333333,1597672,1277330.66666667,306255,925911.333333333,3.16437290497389,1.70117631557634,-1.06292872085082,-1.23364865645517,-2.30958342545492,-2.0627420206951,2132446.5,2411537.33333333,5319,11275.6666666667,19355,40566.3333333333,5484.5,8377,14756.5,15912,35587.5,84778.6666666667,208523.5,581974.666666667,3077477,1440865.5,1866781,1667018.33333333,25207.5,24948.6666666667,NA,NA,61911.5,64069,49267.5,42904.6666666667,137358.5,360757,451587,610345.666666667,177807,367912.666666667,2281681,1232070,11253,26310,3613352.5,2946723,NA,NA,NA,NA,9239,10109.3333333333,13185,23015,13208,14961,NA,NA,3669,NA,NA,NA,5.29753194939027,2.71942330955884,4.42155957635284,2.88148851617962,4.69353747923691,2.4515254741962,9.09721895890563,5.97049386467822,15490,45150.3333333333,10529218.5,9085835.66666667,182137,209321.333333333,7174.5,6715,NA,NA,7174.5,6715,5308,5751,1564,NA,5000,16039.3333333333,NA,NA,NA,NA,694,NA,NA,NA,6751,25806.6666666667,13411,46546,8826,NA,1004,NA,6924,NA,NA,NA,NA,NA,10122,63732.3333333333,17486,95330.3333333333,113718.5,327118,167751.5,469902.666666667,86136.5,259688.666666667,NA,NA,2568,19795.6666666667,6808.5,50328.6666666667,20656.5,179761.333333333,58741.5,235311,181466,575200,354370,1169859,1045,NA,788467.5,3540170.66666667
"LANMLR17B040",NA,28925.5,NA,140074,NA,NA,NA,4908.5,NA,113202,0,172123,138,55,134,56.6666666666667,184328,105114.666666667,NA,5184.5,10269,3545.33333333333,201521,107828.666666667,43115,38595.3333333333,-0.48082544473916,-2.22845080496558,-4.12969347782839,-4.97896413648696,-5.30776284985478,-5.75559308750439,439233,258540.333333333,NA,4598,25264,65266.6666666667,12841,16373.3333333333,25461,26458.3333333333,23665,87671.6666666667,333243,537230,6020545,3246920.66666667,2686175,2193131.33333333,40646,53567.3333333333,NA,NA,61456,99931,129102,66017,401247,577040.666666667,510981,477108.333333333,281231,445359.333333333,3179279,1755321,NA,16698.5,3527621,2938299.33333333,22208,20331,63073,17171,17991,14438,10802,24674.3333333333,21502,31853,NA,NA,3325,1626,NA,NA,12.4116320055533,5.13086430148027,11.2472912121443,4.79246227611414,11.4904375418561,4.53182087313296,11.6296789566138,6.681535915233,21047,30881,17397658,12683901.6666667,151107,653420.333333333,2690,5567.5,7441,3102,10131,4745.66666666667,NA,7715.5,NA,NA,1900,49717.3333333333,2414,4092,2706,3893,NA,NA,6622,4271,12895,13616,8352,37214.3333333333,3233,19627,NA,NA,9361,5754,1217,6964,11411,6906,18187,21015.3333333333,5480,38671,NA,298241,NA,383680.5,1105,134030.333333333,NA,NA,9625,5999.33333333333,19419,12969,52992,83403.6666666667,NA,195681.666666667,NA,842612,NA,1310205.5,NA,NA,166919,2504456.66666667
"LANMLR17B041",NA,11555,NA,115507,NA,NA,NA,4240,NA,103434.5,0,148787.666666667,134.5,48.6666666666667,133.5,54.6666666666667,73481.5,74761.6666666667,NA,4120.5,5583.5,3916.33333333333,172314,101210.333333333,60502.5,32936,-1.24694676567391,-2.64003139441373,-4.64396175967261,-5.08830264345981,-5.79505970250721,-5.99555446498497,311881.5,215571.333333333,NA,9312.5,27461,65981,32392.5,16095.6666666667,29832,24987,47649.5,75741.3333333333,423912.5,603947.666666667,4982997.5,3130159,2773202,2310322.33333333,46703.5,43740.6666666667,NA,NA,80031.5,86278.6666666667,60583,54974.3333333333,544058.5,605776.666666667,412937.5,680335.333333333,409533.5,568292,2543857.5,1861728.66666667,NA,31982,4215305.5,3008850,28843,29072,36874,18671,16841,21510.6666666667,16638,30952,29000,21490,NA,NA,5871.5,1089,NA,NA,8.36353007250331,4.97612694938523,7.51691460031829,4.70972538152726,7.39047903575021,4.46086664466215,9.73565832533626,6.97214927796671,21729,33929.3333333333,16764525,13244309.3333333,306527,538776,NA,5785.66666666667,2278.5,5237,2278.5,7531.33333333333,NA,4935,NA,NA,6245.5,35945,4421.5,3998,4969,3531,NA,NA,3921,35339,19902.5,39820.6666666667,120274,48492.3333333333,87349.5,5605,NA,NA,11959.5,6216,6893.5,22292,13622,67640,53523,48978.3333333333,117263,33649.3333333333,NA,282949.5,NA,361322.5,15811.5,123684.666666667,NA,NA,23322.5,17051.3333333333,33356.5,31469.3333333333,100923.5,116894.333333333,235640,153832.5,NA,552977.5,NA,1030579,NA,NA,859398,2135256.33333333
"LANMLR17B042",NA,27934,3268.5,171650,NA,NA,NA,5380,1773.5,145342,3361.33333333333,322372,144,50,144.333333333333,52,97532,244920,12960,17192,5561,3813,128159,170831,29259.3333333333,52225,-1.24062889028356,-1.7733516326862,-4.94050167590363,-3.98872717793315,-5.91451023085487,-4.351434941657,269151.333333333,488981,12753,8786,40696,43375,21623.3333333333,9962,22007.3333333333,17460,33870,50898,220323.666666667,268465,4378341.66666667,1782749,2306929.33333333,1772580,31939,38819,NA,NA,33544,76651,35083.6666666667,65734,264268.666666667,505174,342049.666666667,328863,257017.666666667,583981,2492922.33333333,1652677,NA,NA,3333381.33333333,2712022,25638,NA,66668,NA,8257,14653,5918,16753,20390,32096,10615,NA,10316.6666666667,NA,NA,NA,8.2663287615887,2.69820629092517,7.35375605309423,2.68995343675763,7.42264394828259,2.58890748733305,10.3950871716473,3.68637489611955,22789,19324,13897743,9981698,186381.666666667,703790,4967.5,10765,91809,NA,33914.6666666667,10765,NA,12116,629.5,NA,5638.33333333333,138478,2637,NA,884,NA,1035.5,NA,6888,NA,4633.33333333333,15730,14924.6666666667,40080,9377.66666666667,NA,1114.5,NA,2348.66666666667,NA,4520,NA,1157,NA,9605.33333333333,38029,13463.6666666667,34431,36386,321440,58214,499450,24888,274694,NA,NA,3321,8704,5506.66666666667,27565,10066.3333333333,122285,26580.6666666667,126656,NA,635720,NA,1528542,1309.5,NA,199295,3823920
"LANMLR17B043",NA,22527,NA,98691.6666666667,NA,NA,NA,4639,NA,56309,0,158093.333333333,131.5,51,134,52.3333333333333,84801.5,50024.3333333333,NA,6927.66666666667,126021.5,49352.3333333333,4043708,1190830.66666667,1452768,603764.666666667,4.0846457292394,1.91221972717086,0.605651462555901,-1.15643929873914,-1.06003663617379,-2.37185642338125,5707299,1900899.66666667,NA,19364.3333333333,25296.5,33988.6666666667,20838.5,5400,29997,14043.6666666667,104139,69279.3333333333,196186.5,199364.666666667,3720402,2274943.66666667,1996466,1791108.66666667,36030,26652.6666666667,NA,NA,49362,50726,47875,30218.6666666667,303638.5,300026,315094,236985.333333333,247794.5,298306,2014990.5,1324745.33333333,NA,11518,2640343,2522995,12092.5,NA,24361,NA,13196.5,10523.6666666667,5109.5,10372,12840,12060.3333333333,NA,NA,19090.5,6438,NA,NA,10.255446650815,2.90378902307074,9.32423449328753,2.65231720731957,9.37297309338857,2.23100886659436,10.3632475333704,5.74507557230697,12719,16923.3333333333,11835143,9233632,351422.5,160880.333333333,3208,8057.66666666667,4745.5,NA,6349.5,8057.66666666667,NA,6404,NA,845,3467,75056.3333333333,4489.5,NA,3055.5,NA,NA,536,7449.5,NA,25420.5,13148.6666666667,22504.5,44810,41214.5,22544,NA,998,6748.5,4177,3194,NA,15194,NA,28056,23810,12714.5,30979.3333333333,NA,358333.333333333,NA,585865.333333333,3940,309675.666666667,NA,NA,9365.5,7350,35899.5,11720,93293,91330.3333333333,NA,125939,NA,697863,NA,1326973,NA,3412,316006,3040565.33333333
"LANMLR17B044",NA,20375.3333333333,NA,145193,NA,NA,NA,6935.66666666667,NA,83807,0,235935.666666667,135,50.3333333333333,135,52.6666666666667,98157,53667,NA,8911.66666666667,76478,47551.6666666667,1630686,1328371,244835,763670.666666667,3.57693220042483,2.19333997207868,-0.624035570494245,-1.04993389312017,-2.92449423387426,-2.11491535759404,2050156,2202172,NA,9266.33333333333,31451,53540,18115,8431,23458,23640.6666666667,25861,52152,274038,278662.666666667,5785488,1692235,2416826,1557265.66666667,13432,29036,NA,NA,56593,64567.3333333333,24810,38274,275058,305297.333333333,413441,364441.666666667,136649,281510.333333333,3491573,1278842,NA,19892,2513181,2634007.33333333,6329,NA,25099,NA,11379,9867.33333333333,5939,16432,3523,15647.3333333333,NA,NA,12695,NA,NA,NA,8.11230878339057,3.08153148247274,6.85298373872047,2.95954966075853,7.38374726523127,2.67789263759234,9.960429904939,4.89070618459568,20751,20262.6666666667,15564938,8719746.66666667,97059,216244.666666667,NA,14554.6666666667,19627,NA,19627,14554.6666666667,NA,9037,NA,NA,5807,88891.6666666667,2268,NA,2772,NA,NA,NA,6403,NA,13719,20693.3333333333,44615,33230.3333333333,24972,NA,NA,NA,17144,NA,10939,NA,1726,NA,23426,33704,51896,34194.6666666667,NA,385304.333333333,NA,483250.333333333,20907,212753,NA,NA,6234,7159.66666666667,18138,17002.6666666667,45400,134428.333333333,114732,240269.666666667,NA,858568,NA,1340389.33333333,NA,NA,411098,3898876.33333333
"LANMLR17B046",NA,8432,4809,118048,NA,8287,NA,5982,1900,32888,6709,68025,136,51.3333333333333,131,51.6666666666667,188770,75664,20002,13812,61526,80525.6666666667,1750108,2654838.66666667,268287,1583991,3.82039382366651,3.52641800226814,-0.217899575780786,0.038637006122637,-2.09167278396283,-1.44235636258535,2288693,4404227.33333333,2926,18234.5,31419,84983,4025,6226,13942,12215,183160,62137,91523,289924.333333333,3199819,4689621,1901285,2647017.33333333,31706,26680.6666666667,NA,7208,43715,58137.6666666667,83151,30689.6666666667,74591,203675,199379,305826.333333333,123883,214334,1689579,1527251.33333333,NA,NA,2035444,2562718,NA,17347,NA,17942.5,2974,8717.33333333333,NA,7169.5,7925,12622.3333333333,NA,NA,34925,18360,NA,110443,5.0811505459287,7.61263669882722,4.33013505175612,5.74300511939004,4.15982405403591,4.89711750127064,8.12612094262915,8.89371662814672,2789,18638.3333333333,9755371,11259586,172332,261794.333333333,21458,24573,NA,1511,21458,8694.66666666667,NA,3450,2025,NA,11453,7534,NA,7947.5,NA,4792,1413,NA,NA,3994,11938,20404.3333333333,25523,49197.3333333333,22175,35689,3592,8422,1896,8988,NA,9190,NA,8653,12679,25747,17070,65912,74162,547000,125236,797214,94525,65290.5,NA,3148,NA,7118,5470,18494.3333333333,3262,63767.6666666667,29532,213532.666666667,NA,569964,NA,1800029,857,9545,442808,2257738
"LANMLR17B047",25859,14253.3333333333,167904,148281.666666667,NA,NA,3681,6174.66666666667,117671,104969.333333333,96418.6666666667,259425.666666667,132.333333333333,47.3333333333333,136.666666666667,49.6666666666667,87057,69196.6666666667,11720,10805,115507.666666667,50590.3333333333,2839249,1479556.33333333,465215.666666667,750763,4.48154978979498,2.10936949837773,0.513771984653676,-0.880777530246951,-1.55455184644849,-1.92670526189662,3510936,2360911.33333333,21010,7802,97926,48261.6666666667,20775.3333333333,6388,12678,12983.3333333333,34367,77196,230412.333333333,232521.666666667,4904364.5,1637506,2206522.66666667,1571891,28043.3333333333,30752,NA,NA,59429.3333333333,72458,60428.3333333333,39207.6666666667,191164,341333.666666667,266426.666666667,333620.666666667,133221.666666667,352402,2153110.33333333,1384107,NA,14134,1975605.33333333,2731946.66666667,21058.5,NA,26737.5,NA,15305,14378,8088,12099,20280.3333333333,16019,15425,NA,43770.5,NA,NA,NA,7.49290473224991,2.9801986553166,4.95317388388536,2.9218659507634,4.89157950031233,2.73043490358158,6.08516918865619,3.60573957264363,39162.6666666667,23147,10845093.6666667,8927584.66666667,90398,312399.666666667,22848,10186.6666666667,88516,NA,66626.6666666667,10186.6666666667,9359,11534.3333333333,NA,NA,54019.3333333333,139162.333333333,17630.5,NA,14969,NA,NA,NA,53742,NA,68565,10463.3333333333,96821,31679.3333333333,59586,NA,NA,NA,62381.5,NA,55819,NA,27897,NA,86791.6666666667,20019,98567.6666666667,28311.3333333333,429863,304226,840914,441653.666666667,188311.333333333,213589.666666667,NA,NA,18498.3333333333,5878.66666666667,43522,12345.3333333333,101116.333333333,93869.6666666667,245709.666666667,128237,560988,659576.333333333,1250845,1334539.33333333,NA,NA,2227262,3435085.33333333
